smiles,id,"logP
experimental
",train/test
[H]N(C1=C([H])C([H])=C(C([H])=C1[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])[H],ZINC00093288,5.09,train
CCOC(=O)c1[nH]c(C)c(CNc2ccc(cc2)C(=O)OCC)c1C,ZINC00093288,5.09,train
CCOC(=O)C1=C(C)C(CNC2=CC=C(C=C2)C(=O)OCC)=C(C)N1,ZINC00093288,5.09,train
[H]N(C(=O)C1=C([H])C(=C(C([H])=C1[H])[N+]([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C1=C(N([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])[H],ZINC00094399,4.12,train
[H]N(C(=O)C1=C([H])C(=C(C([H])=C1[H])[N+]([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C1=C(N([H])C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])[H],ZINC00094399,4.12,train
[H]OC(=NC([H])([H])C([H])([H])C1=C(N([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])[H])C1=C([H])C(=C(C([H])=C1[H])[N+]([O-])=O)C([H])([H])[H],ZINC00094399,4.12,train
CC1=C(CCN=C(O)C2=CC=C(C(C)=C2)[N+]([O-])=O)C2=CC=CC=C2N1,ZINC00094399,4.12,train
CC1=C(CCNC(=O)C2=CC=C(C(C)=C2)[N+]([O-])=O)C2=CC=CC=C2N1,ZINC00094399,4.12,train
[H]N(C(=O)C1=C(OC([H])([H])[H])C(Cl)=C([H])C([H])=C1Cl)C1=C(C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],ZINC00094814,4,train
[H]OC(=NC1=C(C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=C(OC([H])([H])[H])C(Cl)=C([H])C([H])=C1Cl,ZINC00094814,4,train
COC1=C(Cl)C=CC(Cl)=C1C(=O)NC1=CC=C(C)C=C1C,ZINC00094814,4,train
COC1=C(Cl)C=CC(Cl)=C1C(O)=NC1=CC=C(C)C=C1C,ZINC00094814,4,train
[H]C1=C([H])C([H])=C(S1)C1=C([H])SC(SC([H])([H])[H])=C1C#N,ZINC00096234,3.69,train
CSC1=C(C#N)C(=CS1)C1=CC=CS1,ZINC00096234,3.69,train
CSc1scc(-c2cccs2)c1C#N,ZINC00096234,3.69,train
[H]C1=C(OC2=C([H])C([H])=C([H])C([H])=C12)C(=O)C([H])([H])[H],ZINC00102698,2.15,train
[H]OC(=C([H])[H])C1=C([H])C2=C([H])C([H])=C([H])C([H])=C2O1,ZINC00102698,2.15,train
CC(=O)C1=CC2=C(O1)C=CC=C2,ZINC00102698,2.15,train
CC(=O)C1=CC2=CC=CC=C2O1,ZINC00102698,2.15,train
OC(=C)C1=CC2=CC=CC=C2O1,ZINC00102698,2.15,train
[H]N(C(=O)C([H])([H])SC1=NN=C2C([H])=C([H])C([H])=C([H])N12)C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H],ZINC00102777,2.45,train
[H]OC(=NC1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])SC1=NN=C2C([H])=C([H])C([H])=C([H])N12,ZINC00102777,2.45,train
[H]OC(N([H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])=C([H])SC1=NN=C2C([H])=C([H])C([H])=C([H])N12,ZINC00102777,2.45,train
COC1=CC=CC(=C1)N=C(O)CSC1=NN=C2C=CC=CN12,ZINC00102777,2.45,train
COC1=CC=CC(NC(=O)CSC2=NN=C3C=CC=CN23)=C1,ZINC00102777,2.45,train
COC1=CC=CC(NC(O)=CSC2=NN=C3C=CC=CN23)=C1,ZINC00102777,2.45,train
[H]O[C@@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])N([H])C1=NC2=C(N1C([H])([H])C([H])([H])[H])C(=O)N(C(=O)N2C([H])([H])[H])C([H])([H])[H],ZINC00105203,3.24,train
[H]O[C@@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])N=C1N([H])C2=C(N1C([H])([H])C([H])([H])[H])C(=O)N(C(=O)N2C([H])([H])[H])C([H])([H])[H],ZINC00105203,3.24,train
[H]OC1=C2N(C(=NC([H])([H])[C@@]([H])(O[H])C3=C([H])C([H])=C([H])C([H])=C3[H])N=C2N(C(=O)N1C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ZINC00105203,3.24,train
CCN1C(=NC[C@@H](O)C2=CC=CC=C2)N=C2N(C)C(=O)N(C)C(O)=C12,ZINC00105203,3.24,train
CCN1C(=NCC(O)C2=CC=CC=C2)N=C2N(C)C(=O)N(C)C(O)=C12,ZINC00105203,3.24,train
CCN1C(NC[C@@H](O)C2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,ZINC00105203,3.24,train
CCN1C(NC2=C1C(=O)N(C)C(=O)N2C)=NC[C@@H](O)C1=CC=CC=C1,ZINC00105203,3.24,train
CCN1C(NC2=C1C(=O)N(C)C(=O)N2C)=NCC(O)C1=CC=CC=C1,ZINC00105203,3.24,train
CCN1C(NCC(O)C2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,ZINC00105203,3.24,train
[H]N([H])C1=C2N=C(C(=NC2=C(N=N1)N([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC00106685,1.14,train
[H]N=C1N([H])N([H])C(=N[H])C2=NC(=C(N=C12)C([H])([H])[H])C([H])([H])[H],ZINC00106685,1.14,train
[H]N=C1N([H])N=C(N([H])[H])C2=NC(=C(N=C12)C([H])([H])[H])C([H])([H])[H],ZINC00106685,1.14,train
[H]N=C1N=NC(=N[H])C2=C1N([H])C(=C(N2[H])C([H])([H])[H])C([H])([H])[H],ZINC00106685,1.14,train
[H]N=C1N=NC(N([H])[H])=C2N([H])C(=C(N=C12)C([H])([H])[H])C([H])([H])[H],ZINC00106685,1.14,train
CC1=C(C)N=C2C(=N)N=NC(N)=C2N1,ZINC00106685,1.14,train
CC1=C(C)N=C2C(=N)NNC(=N)C2=N1,ZINC00106685,1.14,train
CC1=C(C)N=C2C(N)=NN=C(N)C2=N1,ZINC00106685,1.14,train
CC1=C(C)N=C2C(N)=NNC(=N)C2=N1,ZINC00106685,1.14,train
CC1=C(C)NC2=C(N1)C(=N)N=NC2=N,ZINC00106685,1.14,train
CC1=NC2=C(N)N=NC(N)=C2N=C1C,ZINC00106685,1.14,train
[H]N([H])C1=NC(=C(S1)C(=O)OC([H])([H])[H])C([H])([H])[H],ZINC00107756,1.48,train
[H]N=C1SC(C(=O)OC([H])([H])[H])=C(N1[H])C([H])([H])[H],ZINC00107756,1.48,train
COC(=O)C1=C(C)N=C(N)S1,ZINC00107756,1.48,train
COC(=O)C1=C(C)NC(=N)S1,ZINC00107756,1.48,train
[H]C1=C([H])C([H])=C(C([H])=C1[H])N(C1=NC(=NC(=N1)C#N)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],ZINC00110879,5.38,train
N#CC1=NC(=NC(=N1)N(C1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,ZINC00110879,5.38,train
N#Cc1nc(nc(n1)N1CCCC1)N(c1ccccc1)c1ccccc1,ZINC00110879,5.38,train
[H]C1=C(N=C(S1)C([H])([H])C#N)C1=C([H])C([H])=C2OC([H])([H])C([H])([H])C([H])([H])OC2=C1[H],ZINC00113902,2.68,train
[H]N=C=C([H])C1=NC(=C([H])S1)C1=C([H])C([H])=C2OC([H])([H])C([H])([H])C([H])([H])OC2=C1[H],ZINC00113902,2.68,train
N#CCC1=NC(=CS1)C1=CC2=C(OCCCO2)C=C1,ZINC00113902,2.68,train
N=C=CC1=NC(=CS1)C1=CC2=C(OCCCO2)C=C1,ZINC00113902,2.68,train
[H]C1=NC([H])=C(C([H])=C1[H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],ZINC00115579,2.3,train
O=C(N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CN=C1,ZINC00115579,2.3,train
O=C(N1CCN(CC1)S(=O)(=O)c1ccccc1)c1cccnc1,ZINC00115579,2.3,train
[H]C([H])([H])N(C(=O)[C@@]1([H])OC(O[C@]1([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC00115984,1.49,train
[H]OC([H])(N(C([H])([H])[H])C([H])([H])[H])C1=C(OC(O1)(C([H])([H])[H])C([H])([H])[H])C(=O)N(C([H])([H])[H])C([H])([H])[H],ZINC00115984,1.49,train
[H]OC(N(C([H])([H])[H])C([H])([H])[H])=C1OC(O[C@]1([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC00115984,1.49,train
[H]OC(N(C([H])([H])[H])C([H])([H])[H])=C1OC(OC1=C(O[H])N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC00115984,1.49,train
CN(C)C(=O)[C@H]1OC(C)(C)O[C@@H]1C(=O)N(C)C,ZINC00115984,1.49,train
CN(C)C(=O)[C@H]1OC(C)(C)OC1=C(O)N(C)C,ZINC00115984,1.49,train
CN(C)C(=O)C1OC(C)(C)OC1=C(O)N(C)C,ZINC00115984,1.49,train
CN(C)C(=O)C1OC(C)(C)OC1C(=O)N(C)C,ZINC00115984,1.49,train
CN(C)C(O)=C1OC(C)(C)OC1=C(O)N(C)C,ZINC00115984,1.49,train
CN(C)C(O)C1=C(OC(C)(C)O1)C(=O)N(C)C,ZINC00115984,1.49,train
[H]\\C(=N/N1C(=O)C(C#N)=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],ZINC00116611,3.08,train
COC1=CC=CC=C1\C=N\N1C(C)=CC(C)=C(C#N)C1=O,ZINC00116611,3.08,train
COC1=CC=CC=C1C=NN1C(C)=CC(=C)C(=C=N)C1=O,ZINC00116611,3.08,train
COC1=CC=CC=C1C=NN1C(C)=CC(C)=C(C#N)C1=O,ZINC00116611,3.08,train
[H]C1=C([H])C2=C(C([H])=C1[H])N(C1=C(C#N)C3=C(N=C(C#N)C(=N3)C#N)N21)C([H])([H])[H],ZINC00118751,3.61,train
CN1C2=CC=CC=C2N2C3=NC(C#N)=C(N=C3C(C#N)=C12)C#N,ZINC00118751,3.61,train
Cn1c2ccccc2n2c3nc(C#N)c(nc3c(C#N)c12)C#N,ZINC00118751,3.61,train
[H]C(=C1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ZINC00121503,5.05,train
CCN(CC)C1=CC=C(C=C2C(=O)C3=CC=CC=C3C2=O)C(OC)=C1,ZINC00121503,5.05,train
CCN(CC)c1ccc(C=C2C(=O)c3ccccc3C2=O)c(OC)c1,ZINC00121503,5.05,train
[H]N(\\C([H])=C(/C#N)S(=O)(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(OC(F)(F)F)C([H])=C1[H],ZINC00125686,4.28,train
CC(C)(C)S(=O)(=O)C(=C\NC1=CC=C(OC(F)(F)F)C=C1)\C#N,ZINC00125686,4.28,train
CC(C)(C)S(=O)(=O)C(=CNC1=CC=C(OC(F)(F)F)C=C1)C#N,ZINC00125686,4.28,train
CC(C)(C)S(=O)(=O)C(C=NC1=CC=C(OC(F)(F)F)C=C1)=C=N,ZINC00125686,4.28,train
CC(C)(C)S(=O)(=O)C(C=NC1=CC=C(OC(F)(F)F)C=C1)C#N,ZINC00125686,4.28,train
CC(C)(C)S(O)(=O)=C(C=NC1=CC=C(OC(F)(F)F)C=C1)C#N,ZINC00125686,4.28,train
CC(C)(C)S(O)(=O)C(C#N)=C=NC1=CC=C(OC(F)(F)F)C=C1,ZINC00125686,4.28,train
[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
[H]OC1=C([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(C#N)(C#N)C(C#N)(C#N)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],ZINC00127640,3.3,train
[H]OC1=C(C([H])([H])C([H])([H])C([H])([H])[H])C(C#N)(C#N)C(C#N)(C#N)[C@]([H])(C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],ZINC00127640,3.3,train
CCC[C@@H]1C(=O)C[C@H](C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
CCC[C@@H]1C(O)=C[C@H](C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
CCCC1=C(O)C[C@H](C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
CCCC1=C(O)CC(C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
CCCC1C(=O)CC(C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
CCCC1C(O)=CC(C(C)C)C(C#N)(C#N)C1(C#N)C#N,ZINC00127640,3.3,train
[H]C1=C(N=C(S1)C([H])([H])C#N)C1=C([H])C([H])=C2OC([H])([H])C([H])([H])OC2=C1[H],ZINC00128400,2.92,train
[H]N=C=C([H])C1=NC(=C([H])S1)C1=C([H])C([H])=C2OC([H])([H])C([H])([H])OC2=C1[H],ZINC00128400,2.92,train
N#CCC1=NC(=CS1)C1=CC2=C(OCCO2)C=C1,ZINC00128400,2.92,train
N=C=CC1=NC(=CS1)C1=CC2=C(OCCO2)C=C1,ZINC00128400,2.92,train
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])OC1=C(C(=C([H])C([H])=C1[H])[N+]([O-])=O)C([H])([H])[H],ZINC00132954,4.41,train
CC1=C(C=CC=C1OCC1=CC=CC=C1)[N+]([O-])=O,ZINC00132954,4.41,train
Cc1c(OCc2ccccc2)cccc1[N+]([O-])=O,ZINC00132954,4.41,train
[H]N([H])C(=O)[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],ZINC00136299,2.73,train
[H]OC(=N[H])[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],ZINC00136299,2.73,train
CC12CCCC(CCC1)(C2)C(N)=O,ZINC00136299,2.73,train
CC12CCCC(CCC1)(C2)C(O)=N,ZINC00136299,2.73,train
[H]C([H])([H])N1C(SC([H])([H])C2=C(C(=C(C(=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=NN=C1C([H])([H])C#N,ZINC00137750,4.14,train
[H]N=C=C([H])C1=NN=C(SC([H])([H])C2=C(C(=C(C(=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])N1C([H])([H])[H],ZINC00137750,4.14,train
CN1C(CC#N)=NN=C1SCC1=C(C)C(C)=C(C)C(C)=C1C,ZINC00137750,4.14,train
CN1C(SCC2=C(C)C(C)=C(C)C(C)=C2C)=NN=C1C=C=N,ZINC00137750,4.14,train
[H]N(C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C(C([H])=C([H])C([H])=C1[H])C(F)(F)F,ZINC00139023,4,train
[H]OC(=NC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])C1=C(C([H])=C([H])C([H])=C1[H])C(F)(F)F,ZINC00139023,4,train
[H]OC(=NC1=C(C([H])=C([H])C([H])=C1[H])C(F)(F)F)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC00139023,4,train
FC(F)(F)C1=CC=CC=C1NC(=O)NC1CCCCC1,ZINC00139023,4,train
OC(NC1=CC=CC=C1C(F)(F)F)=NC1CCCCC1,ZINC00139023,4,train
OC(NC1CCCCC1)=NC1=CC=CC=C1C(F)(F)F,ZINC00139023,4,train
[H]C([H])([H])C([H])([H])OC1=NC(=NC(=N1)C#N)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],ZINC00141449,2.46,train
CCOC1=NC(=NC(=N1)N1CCOCC1)C#N,ZINC00141449,2.46,train
CCOc1nc(nc(n1)N1CCOCC1)C#N,ZINC00141449,2.46,train
[H]N([H])C1=C(C#N)C2=C([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1(C#N)C#N,ZINC00143627,5.48,train
[H]N([H])C1=C(C#N)C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1(C#N)C#N,ZINC00143627,5.48,train
[H]N=C=C1C(=N[H])C(C#N)(C#N)[C@@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]2([H])C1=C([H])C([H])([H])C([H])([H])C2([H])[H],ZINC00143627,5.48,train
[H]N=C=C1C(=N[H])C(C#N)(C#N)[C@@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C2=C1C([H])([H])C([H])([H])C([H])([H])C2([H])[H],ZINC00143627,5.48,train
[H]N=C1C([H])(C#N)C2=C([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1(C#N)C#N,ZINC00143627,5.48,train
[H]N=C1C([H])(C#N)C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1(C#N)C#N,ZINC00143627,5.48,train
[H]N=C1C(C#N)=C2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]([H])(C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1(C#N)C#N,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2[C@@H]3CCCC=C3C(=C=N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2[C@@H]3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2[C@@H]3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2[C@@H]3CCCCC3=C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2C3=C(CCCC3)C(=C=N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2C3=C(CCCC3)C(C#N)=C(N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C([C@H]2C3=C(CCCC3)C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3=C(CCCC3)C(=C=N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3=C(CCCC3)C(C#N)=C(N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3=C(CCCC3)C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3CCCC=C3C(=C=N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
CC1=CC(C)=C(C2C3CCCCC3=C(C#N)C(=N)C2(C#N)C#N)C(C)=C1,ZINC00143627,5.48,train
[H]N(C(=O)C([H])([H])OC1=C(OC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H])C1=C([H])C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H],ZINC00145605,4.73,train
[H]OC(=NC1=C([H])C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H])C([H])([H])OC1=C(OC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],ZINC00145605,4.73,train
[H]OC(N([H])C1=C([H])C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H])=C([H])OC1=C(OC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],ZINC00145605,4.73,train
CCOC1=CC=CC=C1OC=C(O)NC1=CC2=CC=CC=C2C=C1,ZINC00145605,4.73,train
CCOC1=CC=CC=C1OCC(=O)NC1=CC=C2C=CC=CC2=C1,ZINC00145605,4.73,train
CCOC1=CC=CC=C1OCC(=O)NC1=CC2=CC=CC=C2C=C1,ZINC00145605,4.73,train
CCOC1=CC=CC=C1OCC(O)=NC1=CC2=CC=CC=C2C=C1,ZINC00145605,4.73,train
[H]C1([H])OC2(OC1([H])[H])[C@]1([H])[C@]3([H])C(=O)[C@@]4([H])[C@]5([H])C([H])([H])[C@@]([H])([C@@]1([H])[C@]35[H])[C@@]24[H],ZINC00149819,0.51,train
[H]OC1=C2[C@@]3([H])[C@@]4([H])[C@]2([H])C2(OC([H])([H])C([H])([H])O2)[C@]2([H])[C@@]4([H])C([H])([H])[C@@]3([H])[C@]12[H],ZINC00149819,0.51,train
[H]OC1=C2[C@]3([H])C([H])([H])[C@@]4([H])[C@@]5([H])[C@]3([H])[C@]1([H])[C@@]5([H])C1(OC([H])([H])C([H])([H])O1)[C@@]24[H],ZINC00149819,0.51,train
O=C1[C@@H]2[C@H]3[C@H]4[C@@H]2C2(OCCO2)[C@@H]2[C@H]4C[C@H]3[C@H]12,ZINC00149819,0.51,train
O=C1C2C3C4C2C2(OCCO2)C2C4CC3C12,ZINC00149819,0.51,train
OC1=C2[C@@H]3C[C@H]4[C@H]5[C@@H]3[C@@H]1[C@H]5C1(OCCO1)[C@@H]24,ZINC00149819,0.51,train
OC1=C2[C@H]3[C@H]4[C@@H]2C2(OCCO2)[C@@H]2[C@H]4C[C@H]3[C@H]12,ZINC00149819,0.51,train
OC1=C2C3C4C2C2(OCCO2)C2C4CC3C12,ZINC00149819,0.51,train
OC1=C2C3CC4C5C3C1C5C1(OCCO1)C24,ZINC00149819,0.51,train
[H]C1=C([H])C(=C([H])C([H])=C1F)C(=O)C1([H])C([H])([H])C1([H])[H],ZINC00155649,2.61,train
[H]OC(=C1C([H])([H])C1([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],ZINC00155649,2.61,train
FC1=CC=C(C=C1)C(=O)C1CC1,ZINC00155649,2.61,train
OC(=C1CC1)C1=CC=C(F)C=C1,ZINC00155649,2.61,train
[H]\\C(=N/N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C1=C([H])C(=C([H])C([H])=C1Cl)[N+]([O-])=O,ZINC00160197,4.03,train
[O-][N+](=O)C1=CC(\C=N\N2C(=O)C3=CC=CC=C3C2=O)=C(Cl)C=C1,ZINC00160197,4.03,train
[O-][N+](=O)c1ccc(Cl)c(C=NN2C(=O)c3ccccc3C2=O)c1,ZINC00160197,4.03,train
[H]C1=NN(C([H])=N1)C([H])([H])[C@@]1([H])O[C@@](OC1([H])[H])(C1=C(Cl)C([H])=C(Cl)C([H])=C1[H])C([H])([H])[H],ZINC00161457,3.68,train
C[C@]1(OC[C@@H](CN2C=NC=N2)O1)C1=CC=C(Cl)C=C1Cl,ZINC00161457,3.68,train
CC1(OCC(Cn2cncn2)O1)c1ccc(Cl)cc1Cl,ZINC00161457,3.68,train
[H]N([H])C1=NC2=NC3=C(SC(=N3)N([H])[H])C([H])=C2S1,ZINC00161621,1.56,train
[H]N=C1SC2=C([H])C3=C(N([H])C(=N[H])S3)N([H])C2=N1,ZINC00161621,1.56,train
[H]N=C1SC2=C([H])C3=C(N=C(S3)N([H])[H])N([H])C2=N1,ZINC00161621,1.56,train
[H]N=C1SC2=C([H])C3=C(N=C(S3)N([H])[H])N=C2N1[H],ZINC00161621,1.56,train
[H]N=C1SC2=C([H])C3=C(N=C2N1[H])N([H])C(=N[H])S3,ZINC00161621,1.56,train
N=C1NC2=C(S1)C=C1SC(=N)N=C1N2,ZINC00161621,1.56,train
N=C1NC2=NC3=C(SC(=N)N3)C=C2S1,ZINC00161621,1.56,train
NC1=NC2=C(S1)C=C1SC(=N)N=C1N2,ZINC00161621,1.56,train
NC1=NC2=C(S1)C=C1SC(=N)NC1=N2,ZINC00161621,1.56,train
NC1=NC2=NC3=C(SC(N)=N3)C=C2S1,ZINC00161621,1.56,train
[H]C([H])([H])[C@]1(C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ZINC00162659,2.46,train
[H]OC(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=C1C([H])([H])C([H])([H])[C@@](C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],ZINC00162659,2.46,train
CC1(C)[C@@H](CC[C@]1(C)C(=O)N1CCOCC1)C(=O)N1CCOCC1,ZINC00162659,2.46,train
CC1(C)C(CC[C@]1(C)C(=O)N1CCOCC1)=C(O)N1CCOCC1,ZINC00162659,2.46,train
CC1(C)C(CCC1(C)C(=O)N1CCOCC1)=C(O)N1CCOCC1,ZINC00162659,2.46,train
CC1(C)C(CCC1(C)C(=O)N1CCOCC1)C(=O)N1CCOCC1,ZINC00162659,2.46,train
[H]\\C(=C(\\[H])C(=O)C1=C([H])C([H])=C(C#CC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H],ZINC00170706,4.69,train
CN(C)\C=C\C(=O)C1=CC=C(C=C1)C#CC1=CC=CC=C1,ZINC00170706,4.69,train
CN(C)C=C=C(O)C1=CC=C(C=C1)C#CC1=CC=CC=C1,ZINC00170706,4.69,train
CN(C)C=CC(=O)C1=CC=C(C=C1)C#CC1=CC=CC=C1,ZINC00170706,4.69,train
[H]C1=C([H])C(N2C([H])=C(Br)C(=O)N(C2=O)C([H])([H])C([H])([H])C([H])([H])[H])=C(C([H])=C1[H])C([H])([H])[H],ZINC00171218,2.82,train
CCCn1c(=O)c(Br)cn(-c2ccccc2C)c1=O,ZINC00171218,2.82,train
CCCN1C(=O)N(C=C(Br)C1=O)C1=CC=CC=C1C,ZINC00171218,2.82,train
[H]C1=C([H])C([H])=C(C([H])=C1[H])[C@]1([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])C(OC([H])([H])[H])=C2[H])C([H])([H])C([H])([H])C1([H])[H],ZINC00177764,4.04,train
